review_id,aspect,sentiment,sentiment_score,text,rating
963523,USB,positive,0.8784148693084717,"Good:<br /> 1)The most comfortable, ergonomical designed shape<br />2)Amazingly fast, smooth and effortless- to turn wheel, fast sensor NO mouse ball to be cleaned<br />3)Space ages design, silver col",4.0
267897,cameras,negative,0.529727578163147,Warning these go off line constantly and technical support will blame it on your internet! Numerous calls to tech support gets you no where! Same old run around.  My internet provider confirms nothing,1.0
318116,Quality,positive,0.9665338397026062,Received the first watch it wouldn't charge. Got a replacement it also did not charge. Quality of the watch was great for the price. The little charge it had and we used it worked great... Until it di,1.0
220789,recordings,neutral,0.5908937454223633,These cameras do okay until you actually have to look at recordings. They worked fine for months then suddenly In the last 1.5 months I have four cameras that stopped recording for even the very short,1.0
398650,memory,neutral,0.8324429988861084,"Tried to install these on an nvidia graphics card and i accidentally shorted out a bunch of smt capacitors killing the $700 card completely.  I recommwnd just sticking to thermal pads on the vrm, memo",1.0
952565,cords,positive,0.8178918361663818,Item fits nicely on my office desk and provides easy access to my jungle of cords.,4.0
232335,software,neutral,0.7885915040969849,"Tends to not work intermittently, occasionally, etc...<br />Stopped playing my MP4 files on January 1, 2017.<br />However, only those MP4 files CREATED after January 1, 2017.<br />If I want to watch a",1.0
267727,Camera,negative,0.7711588144302368,[[VIDEOID:8b951084f270b0d00607c663a36976a8]] Camera wouldn't even come on. Very inconvenient,1.0
202586,Sony,positive,0.976643204689026,Excellent picture and sound. Outstanding! Sony remains on top of the heap.,5.0
795071,tablet,neutral,0.7341379523277283,wanted tablet to slip in cover.  this snapped on the rear of tablet.,3.0
473795,battery life,negative,0.7778537273406982,"I’ve learned my lesson with buying refurbished products. Within a week of receiving the laptop, the laptop wouldn’t charge even when plugged in. I went and bought another charger for the laptop and it",2.0
784860,picture quality,negative,0.5570244789123535,"Night vision and picture quality are good, but, the motion detection stops working often I have to turn on and off Live view to make motion detection work again,",3.0
1060472,performance,neutral,0.5298759341239929,"I originally reviewed the Leelbox Q2 as a 3-star product, and I included the original review and the commentary below.  I still stand by my original comments as they are stated below in regards to its",4.0
725028,screws,negative,0.5592515468597412,"It does work.<br />1 star off because it throws out the USB section of the mini-pcie entirely, which prevents me from using the bluetooth in my 9260 connected with a mini-pcie adapter. Will return, bu",3.0
460913,Bluetooth,neutral,0.665186882019043,"After using this for 2 months, I loce the option to be able to connect to multiple devices via Bluetooth. However, multiple times a day, an input gets stuck (I.e. pressing “I” results in “IIIIIIIIIIII",2.0
731740,USB,neutral,0.7097851037979126,"About six months ago, I was offered a free Inateck RGB SATA to USB 3.0 Hard Drive Docking Station for review via the Amazon Vine Program, and I accepted.<br /><br />I own a number of USB3 drive docks,",3.0
486156,other devices,negative,0.6559709906578064,"Out of the gate this was a great little router, but it only lasted a little over a year.  It broke today where I am able to connect to the wifi/lan and see other devices on the lan, but the internet a",2.0
36709,memory,positive,0.9723409414291382,"I am really impressed with this little iPod wannabe. It works great, is small and portable, easy to use, and holds a charge like nobody's business! The FecPecu MP3 Player 16GB Lossless Sound Music Pla",5.0
877084,Battery life,positive,0.6888046860694885,I had one of these and lost it so I bought a new one. Works like charm. Intuitive controls and nice form factor. Battery life is fine.,4.0
974936,great quality,positive,0.9729255437850952,These are awesome headphones! They are not the most comfortable though. Also I dont know if it is just me but there is a very faint high pitched sound when a lot of bass comes through. All around grea,4.0
963573,storage,negative,0.7313511371612549,"Fits the Hesh 3 headphones by skullcandy perfectly. The only problem i have is the pocket for storage was not attached to the other side of the case, it just falls out. Other than that small issue it ",4.0
92949,their products,positive,0.987414002418518,I'm not going to rate the software that comes with this drive.  I've not used it.  I use Acronis backup software for sending my hard drive images to this device.<br /><br />The device in my hand was s,5.0
789431,WiFi,neutral,0.5371647477149963,"Despite the claims,it needs a charge every few days.  I had one of the original kindles, it was much easier to see my books, samples and deleted items.  Why complicate a good thing?<br /><br />On the ",3.0
676121,usb,negative,0.5800803899765015,"Decent camera, superb night vision. Vague controls,  mount broke twice in two places. Suction cup doesn't suck at all. 1st gen mini usb wtf?. Odd led light in front stays on all the time. Nice extra r",3.0
713453,connectivity,negative,0.6306295990943909,If you only mean to have one wireless router in your house this is probably the best consumer level unit available on the market today.  Of course they know it and charge accordingly for it.  Unless y,3.0
958472,Sound,positive,0.9661670327186584,Works like a charm! Sound could be louder.,4.0
60261,Great quality,positive,0.9761238098144532,"Item arrived well packaged, on time and as described in the item description. Great quality and can easily recommend to others. My daughter loves this speaker, sounds great plugged in or on batteries ",5.0
623268,tablet,neutral,0.8481477499008179,i set this system up for a customer... and everything works fine.... however we have tried all kinds of passwords to get the system hooked up to the phone and tablet... i am not sure if it is because ,2.0
894712,other devices,neutral,0.6022412776947021,"The TV is great as you would expect. Great quality and features at a good price. I did make the mistake of paying extra for the ""apps"" and that was a mistake. There are really only a few worthwhile an",4.0
788910,light weight,positive,0.9698875546455384,"This light has a long life, is light weight, and is easy to use. Comes with a diffuser and charging cable. Only issue is you can't use while you are charging.",3.0
89178,better quality,positive,0.7021968960762024,"I have a couple if different brands, some have better features than others some have better quality... Blink is one of the better systems. But what makes it the best is the cloud service.  Most the ot",5.0
539448,Bluetooth,negative,0.859458327293396,"There's no instructions and the item is not assembled. My box was open on arrival so maybe instructions fell out. I found instructions on YouTube for a similar model, but they just covered assembly. I",2.0
937416,performance,neutral,0.917183518409729,I got tired of home solutions crashing and working from home has meant that I require eliable internet. The IOT solutions I have at my home mean I have 50 wireless clients. I had wired what I could bu,4.0
55564,cables,neutral,0.5195891857147217,"I've never had an issue with cables until my surface... For some reason, I've had numerous cables fail near the surface connector and no one seems to add strain relief to fix the problem.  I was going",5.0
606742,speaker,negative,0.7187879085540771,"Picture is fine for the price, but the built in speaker does not work.",2.0
1048097,these speakers,positive,0.918745458126068,"Ok so I got my speakers faster than my other previous orders, so I was impressed!<br /><br />I immediately tested my new speakers by plugging it in my laptop and playing music by Bass 305 (which I als",4.0
506593,mouse,neutral,0.506415069103241,"Mouse and keyboard are no quieter than my cheap, keyboard and mouse that I already had. Returned these.",2.0
867393,equipment,neutral,0.4973956942558288,"By now we all know what the iPod is and what it does - but just in case you don't, it's a device similar to what the walkman was 20 years ago that plays music from an internal hard drive instead of a ",4.0
344352,iPad,negative,0.8708565831184387,Total garbage. Missed the return window so it’s going in the trash. Bought all the extra cables and cannot get it to connect to iPhone or iPad after trying EVERYTHING imaginable. So annoyed!,1.0
512416,memory,neutral,0.6286364197731018,I got the 3 pack. One of them does not stay in the phone and the cable has a lot of memory. I bought a 3 pack of these from another company and liked them but the company closed so I expected these wo,2.0
750631,buttons,neutral,0.6923077702522278,I wanted a device that would play my music from a SD-card without a lot of fancy features and would fit in a small space (2007 Chevy Colorado). That is exactly what I got.<br /><br />The sound coming ,3.0
57275,sound quality,positive,0.9708907604217528,I used this cable to make a run from the Master Bedroom to the the Guest Bedroom [thru the crawlspace] from my Roku 3 (with a splitter).  The picture and sound quality are perfect.  I also made anothe,5.0
843358,usb,negative,0.8483485579490662,Pros:<br />- Small<br />- Rechargeable battery<br />- Decent settings and features<br />- Takes good footage (say if the band that you're managing needs a music video done)<br />- Menus and buttons ar,3.0
687787,apps,negative,0.6508901715278625,"It's funny, because I bought 2 of these at the same time for my 7 & 9 yr. olds. One completely quit working after 2 days of use. While I was having a never-ending tech support conversation where they ",3.0
25878,HDMI,neutral,0.8619364500045776,Holy cow!  we never knew how much difference a high-quality cable can make...until we plugged in this one. We use a 24 inches 4k Dell monitor.  We've been using a 4k USB-C to HDMI (2.0) cable connecti,5.0
946759,parts,neutral,0.6496221423149109,Love the options to customize each camera.  Daytime clarity is great.  We drained one of our batteries in two months by checking them several times a day and not using the feature to ignore parts of t,4.0
774077,Garmin,positive,0.9278642535209656,"I appreciate greatly having the [[ASIN:B000VRHPS2 Garmin Edge 705 GPS-Enabled Cycling Computer (Includes Heart Rate Monitor, Speed/Cadence Sensor, and SD Card with Street Maps)]] while I'm riding, and",3.0
1065397,design,neutral,0.5686271786689758,"I wish there was a way to do two ratings.  Um, I guess I'll just do it<br />5 STARS for overall value and satisfaction bases on price.<br />3 STARS for design and features.  But it would have cost mor",4.0
660502,accessories,neutral,0.70527184009552,"It's a relatively affordable bag, with a moderate amount of storage space for a couple camera bodies and a few smaller lenses.  The section that opens to the side access panel is large enough to fit a",3.0
467086,buttons,negative,0.871783435344696,"I have used this for a few months now as an integrated keyboard/mouse that can be used on my lap. The trackball engineering is meager and results in much frustration. By design, the ball is somewhat l",2.0
251398,recordings,neutral,0.5483981966972351,"Bought the camera to check on my dog to see if he barks while we’re away. The quality is good, but if you don’t purchase a subscription, you can’t live stream without having to hit “continue” every 60",1.0
1012716,tablet,neutral,0.7277902364730835,charges my phone and tablet,4.0
310826,these headphones,negative,0.8053244948387146,"ive had these headphones for quite some time now and after maybe a year of use they only started charging some of the time, and now they are to the point where they do not charge at all. there are ple",1.0
185020,battery,positive,0.8730309009552002,I could hear fine and great..but they couldn't hear me I had to yell..sound cancelling battery great,5.0
755915,battery life,negative,0.5162239074707031,Many nice features but battery life (including the cover battery) is much shorter than my other Kindles. One reason for purchase was the (alleged) month long battery life.,3.0
643079,headphones,neutral,0.7487033605575562,"can become discomforting after about an hour.<br />If you travel alot or wear headphones all the time, I would buy directly from Bose.",3.0
180063,batteries,neutral,0.5461735725402832,Love the keyboard for my IPads.  This is the second one I have purchased so I have been using them for few years now and they are just so much better than trying to type on an ipad.  I know it makes t,5.0
810102,videos,neutral,0.7223485708236694,"Works great on mobile but when connected to a laptop with Bluetooth, the audio would come back slightly delayed. While watching videos such as youtube the voices would not match with the facial moveme",3.0
676608,screen,neutral,0.8990138173103333,"I've been a Kindle fan since the original $400 Kindle, and since then have owned or used nearly every variation of the Kindle. I remember using traditional book lights on the older Kindle models and h",3.0
110767,Cable,positive,0.4973561763763428,Plugs in perfectly with a case on my iPhone 6 Plus.  Cable seems to be quality.,5.0
509402,charge,neutral,0.5457319617271423,It's ok. It only has adhesive on the top so I've found my buds dangling half out of the case. I'm glad I caught it because all it would have taken was a few bumps for them to fall out. I clip them to ,2.0
64316,equipment,positive,0.4879692494869232,"I didn't purchase this audio extension cable for an audio application, and I don't know what the term ""sheerness"" in the context of an audio cable means, so I've provided no star ratings for sheerness",5.0
206462,Great quality,positive,0.9531197547912598,Great quality for the price,5.0
772805,better quality,neutral,0.5691017508506775,It’s ok. Sounds cheap compared to my other Bluetooth speakers. Giving it to my kids and searching for something of better quality for myself.,3.0
446117,screen,negative,0.746189534664154,I like the look of it. Bluetooth is in and out. Typing along then cuts out. Most of the time it will start working again but not always. You almost have to remove keyboard from the case which I don't ,2.0
676964,other devices,neutral,0.6600786447525024,"This covers more than 6 months of use. See EDITS below<br /><br />When the CD player in my Toyota pickup in southern Chile broke (after 200,000 km), getting a decent replacement was going to be a prob",3.0
1063040,software,positive,0.6351023316383362,"Let me start by saying that overall I'm a big fan of Logitech products. I own a few mice, keyboards and the Harmony One remote. Before getting this mouse I was using the [[ASIN:B000BFNT2A Logitech LX7",4.0
707649,WiFi,negative,0.811598002910614,"Battery life with WiFi on is very poor. Also needs a stand that works with charging cover. Other than that,  it is excellent.",3.0
961834,part,negative,0.6408703923225403,I love the weight (light)  and the size (small). I really love the buttons and the ability to switch side to side so as to use the buttons with either hand--I find it really nice to read in bed. I am ,4.0
705078,speaker,negative,0.5136711597442627,Sounds great. Doesn't fit in ear well at all. Speaker is too big to fit in ear. Takes some manipulation to adjust so speaker is held near and pointed toward ear canal.,3.0
580611,iPad,neutral,0.5879406929016113,"Bought my second Logitech keyboard for my iPad. Love the design. Sadly, in my experience these keyboards aren’t built to last. Purchased this one in August 2019. By July 2020 one key has fallen off, t",2.0
444605,hands,negative,0.7615016102790833,"I've gotten every Kindle edition because I love Kindles so much and get excited about the latest updates. I have to say, the upgrades on the Oasis were not worth the steep price. I like the fact that ",2.0
662126,iPhone,positive,0.5791380405426025,Pro: Good sound. Battery life. Charging time. Fairly comfortable. Can wear all day while working. Can hear others talking when needed. Price point. Syncs fine with iPhone and Kindle Fire.<br />Cons: R,3.0
63758,size,neutral,0.5295355916023254,When a pending move across country had me wanting to backup my system drive I happened upon this WD drive.  The price and size was within my needs and budget at the time.  My computer was going via UH,5.0
1053885,phones,positive,0.552129864692688,"This is the 2nd OTG brand I've tried on both my fireTV 4k and original firestick. The screen flashes an acknowledgement when you plug in a thumbdrive, but no ""usb drive"" option is shows in settings as",4.0
362036,USB,neutral,0.7877736687660217,"This usb wifi adapter can in theory support only up to 480mbps (limited to the max of USB 2.0 speed), and when connected to a 5GHz network.  If 2.4GHz would be up to 300mbps.<br />Although the adapter",1.0
605736,ports,neutral,0.82735675573349,With so many similar products available you'd be better off getting something other than this clock.  The reason is the &#34;dual USB ports&#34;.  They are NOT what you think.  One USB port must be us,2.0
575481,design,positive,0.954334318637848,"Liked the look and design. Pretty sheer and like the feeling under the fingers.<br /><br />But after 2 days, I see the design or print peeling off from the cover. Didn't even last long to see this. Di",2.0
53569,screws,neutral,0.796169638633728,"This is a fantastic case, and almost perfect:  looks great, very sturdy, easy to access underside of motherboard to install CPU cooler, and priced very affordably.  The small led's in the front do not",5.0
576391,WiFi,negative,0.549300491809845,Does not have the capability of WiFi while driving for my baby to watch.  Once I get the hang of it. I will do another review,2.0
650537,phone calls,neutral,0.4788607656955719,I like hat you can make phone calls on it but it only works on maybe two speakers on my c. 5 corvette. Sound quality if connecting to all speakers would be better.,3.0
258078,parts,negative,0.8702413439750671,"The arduino board does not work and is missing parts - it is a different color - see picture of real arduino board, and the one that came in this kit.",1.0
143626,Good quality,positive,0.89899742603302,Good quality for the price.,5.0
540121,mouse,neutral,0.8799775838851929,left mouse key sticks in down position,2.0
91775,app,positive,0.954139232635498,"Camera works great, setup with app was easy, picture/video and audio quality is good, subscription price not bad. I’m loving having these cameras in house where I can have video AND pics if anyone bre",5.0
685177,cameras,negative,0.6746835708618164,"I bought these to keep an eye on my new kitten and cat while away. Yes, I can see my cats. That’s why I gave it 3 stars. The night vision is pretty decent. The regular picture quality isn’t great and ",3.0
